geneName droNov galGal
TSHZ2 DNOV00013856 419341
SERGEF DNOV00006435 423077
SLC25A17 DNOV00002591 418004
F9 DNOV00001549 374258
CXCL12 DNOV00017044 395180
LMNA DNOV00004735 415464
IFIH1 DNOV00000111 424185
PITPNM3 DNOV00003698 417684
ADAL DNOV00003327 415391
PPME1 DNOV00015415 419058
IAPP DNOV00010542 396362
CLCN4 DNOV00011855 428005
XPNPEP1 DNOV00007228 423886
LRRC10 DNOV00004063 427865
PER3 DNOV00014972 419366
CEP70 DNOV00012691 429044
NHLRC1 DNOV00011570 428477
STS DNOV00017676 418654
TADA3 DNOV00007618 416050
LOC100858761 DNOV00013035 100858761
LOC429451 DNOV00008230 429451
LOC420849 DNOV00015279 420849
CSRNP1 DNOV00002480 420425
PRDM4 DNOV00004301 418065
ALX1 DNOV00016633 427871
EVI2B DNOV00003725 776032
RNF25 DNOV00000165 424211
RGS6 DNOV00001120 395618
BZW1 DNOV00000646 424073
DYNC1H1 DNOV00005505 423461
MTMR9 DNOV00017110 422033
ARMC9 DNOV00009711 424929
CPNE9 DNOV00007622 101747832
RADIL DNOV00002006 416479
TIMP4 DNOV00011594 768711
DOT1L DNOV00016613 420078
CHST13 DNOV00007645 416032
LOC100859008 DNOV00019031 100859008
WDR31 DNOV00003276 417271
CNTFR DNOV00014664 395885
CAMKV DNOV00010926 770854
TOR1AIP2 DNOV00002194 424419
VEZF1 DNOV00003738 417664
SPRY1 DNOV00011407 395583
ARHGEF9 DNOV00005781 422315
HMGCS2 DNOV00006262 424380
RASSF9 DNOV00016634 427872
LSM10 DNOV00013645 419621
TWF2 DNOV00011362 415940
C6H10ORF90 DNOV00008426 423959
C1ORF70 DNOV00017584 419411
CHN2 DNOV00006874 428437
TDRD3 DNOV00017414 418823
SUGP2 DNOV00015821 420113
HPS5 DNOV00006439 423079
TYR DNOV00006914 373971
ANKFN1 DNOV00000520 427807
SPRY2 DNOV00008105 395584
TTLL2 DNOV00004485 421566
RPS8 DNOV00005956 424584
MGEA5 DNOV00008317 423851
EBNA1BP2 DNOV00008743 424558
CAP2 DNOV00011592 420847
PRKCQ DNOV00004810 776459
PRLH DNOV00015222 424018
CCR7 DNOV00016352 428315
DUS3L DNOV00013046 428339
TMIE DNOV00002426 769596
IL9 DNOV00002930 416307
MRPL49 DNOV00018146 100858532
C10H15ORF26 DNOV00004747 415471
ERMP1 DNOV00012158 426644
PNRC1 DNOV00011826 421817
KDM5B DNOV00007266 421168
IL5RA DNOV00005155 771801
PELI1 DNOV00003536 421279
PDP2 DNOV00009347 427550
S1PR3 DNOV00004551 431264
CSMD2 DNOV00011630 419640
PCDHAC2 DNOV00018357 497224
LOC100857632 DNOV00002306 100857632
GGA2 DNOV00008697 416577
LTV1 DNOV00002329 421666
METTL6 DNOV00001011 420681
TCTE1 DNOV00004958 421437
B3GNTL1 DNOV00007155 417333
MAU2 DNOV00015676 428348
HBS1L DNOV00002384 421694
CAPZB DNOV00013916 396418
SPR DNOV00018068 425255
GIT2 DNOV00000759 374035
KLHL22 DNOV00001407 416940
LOC101751513 DNOV00017489 101751513
DCTN1 DNOV00016966 426238
DSCC1 DNOV00007818 420358
C2H8orf46 DNOV00008092 426416
DCAF10 DNOV00014352 426804
LRRC33 DNOV00013557 424857
RBP3 DNOV00015468 395553
PDE6D DNOV00017812 424932
LOC100858332 DNOV00005789 100858332
XG DNOV00016808 418661
TGFBRAP1 DNOV00003177 418724
TMCO7 DNOV00017332 415862
DAPK2 DNOV00003285 100857587
POLR3H DNOV00002571 417990
PTP4A1 DNOV00013705 421877
C18ORF32 DNOV00007921 426844
CTGF DNOV00002400 374135
PLD1 DNOV00007116 424986
TRABD DNOV00008921 417746
PRKACB DNOV00004198 424542
KIF24 DNOV00016138 427398
GRPEL1 DNOV00003424 422865
GPR20 DNOV00005857 428381
LOC421298 DNOV00001280 421298
TMEM206 DNOV00015199 421371
UGDH DNOV00002031 422792
BTG1 DNOV00017185 396295
OXSM DNOV00016367 420656
LOC776594 DNOV00011483 776594
TMEM106B DNOV00003858 420586
BCCIP DNOV00008423 426225
ARPC5 DNOV00002141 429075
TMOD2 DNOV00008848 415422
MAPK15 DNOV00016159 426292
TAX1BP3 DNOV00006147 417605
MRPL23 DNOV00006473 374255
POLR2D DNOV00001798 424754
CER1 DNOV00005730 395623
SERHL2 DNOV00002548 417976
LOC100858941 DNOV00012154 100858941
CBWD1 DNOV00012957 427347
ALDH1A3 DNOV00006812 395389
LINGO2 DNOV00017251 431646
MFF DNOV00001878 424796
RPP38 DNOV00000941 420530
COL17A1 DNOV00007242 396503
NOP56 DNOV00016967 426574
CRB2 DNOV00011773 417104
CTNNB1 DNOV00008152 395964
FGF19 DNOV00010308 395394
LOC100859860 DNOV00001069 100859860
WDR41 DNOV00002767 416366
VAV2 DNOV00003494 373938
PDCD6 DNOV00014404 420988
FAM164C DNOV00004009 428890
AATF DNOV00003751 417653
FLVCR2 DNOV00004017 423365
AGGF1 DNOV00002765 416364
LOC100858801 DNOV00017797 100858801
ADAR DNOV00017770 769675
GHSR DNOV00007119 378911
WISP1 DNOV00005833 420322
MARVELD1 DNOV00008341 100858221
TP53TG5 DNOV00008497 419181
CTTN DNOV00012767 396455
ENTPD5 DNOV00003985 423343
PIGG DNOV00009415 427290
LAMTOR1 DNOV00017013 100857186
TGDS DNOV00011235 418793
PUM1 DNOV00009875 419554
RNASEH1 DNOV00016377 395848
TMEM194B DNOV00000603 423977
OGG1 DNOV00007620 771001
TXLNG DNOV00007494 418618
TES DNOV00013377 395332
ADD3 DNOV00007225 373892
SYPL2 DNOV00019001 100858920
DHODH DNOV00013452 415876
PRRX1 DNOV00006287 373941
BMS1 DNOV00005361 423633
LOC422221 DNOV00001590 422221
TOP3A DNOV00005287 416517
LOC429249 DNOV00017988 429249
HNRNPH1 DNOV00002639 395157
MTDH DNOV00005077 101751823
CXCL14 DNOV00002933 395451
LOC100858842 DNOV00011130 100858842
ANKRD34C DNOV00013392 415579
HDGF DNOV00012354 776936
SMARCE1 DNOV00016353 420047
E2F4 DNOV00014807 769430
VAMP4 DNOV00006281 770513
NEDD1 DNOV00008371 417922
COQ5 DNOV00001361 416975
NMT1 DNOV00012867 419966
PMCH DNOV00004266 418091
RAB3GAP2 DNOV00008010 421343
NUDT8 DNOV00014306 101748150
EAF1 DNOV00001012 776372
FAM46D DNOV00009116 422282
A1CF DNOV00012044 423680
PEX1 DNOV00000973 420554
GFRA2 DNOV00005187 395993
TMEM120A DNOV00001744 417519
LOC101748085 DNOV00018940 101748085
C1H12ORF73 DNOV00004273 772057
NDUFA5 DNOV00008945 417753
AGPAT4 DNOV00005992 421578
ALDOB DNOV00017160 427308
RNF20 DNOV00017163 427310
GEMIN2 DNOV00003977 423336
PPM1F DNOV00011702 416772
C4H4ORF44 DNOV00003443 422877
SHFM1 DNOV00013172 772237
PYGO1 DNOV00015598 415408
MDK DNOV00013763 423196
APOPT1 DNOV00005529 423483
UVRAG DNOV00011969 419091
ARAP2 DNOV00002011 428790
ACYP1 DNOV00004008 423361
CHGA DNOV00006192 423420
FRY DNOV00004128 418915
EEF1B2 DNOV00000693 395723
SMCR7L DNOV00002603 418012
USE1 DNOV00008540 420134
SAP130 DNOV00001800 424756
POGLUT1 DNOV00012187 418455
FASTKD2 DNOV00000688 424096
LOC768535 DNOV00000334 768535
CLDN12 DNOV00000959 771872
STXBP6 DNOV00013346 423299
PELO DNOV00010103 430689
ETFDH DNOV00010364 428724
TSC1 DNOV00006760 417166
LAMP2 DNOV00008893 414800
C5H11orf24 DNOV00014631 423113
WDR76 DNOV00013395 426208
TMEM38A DNOV00008549 771253
NPR1 DNOV00004417 431640
WDR55 DNOV00012383 100858589
NUDT15 DNOV00003636 418858
C18H17ORF67 DNOV00000522 417400
SLC39A10 DNOV00000619 429005
KCNG3 DNOV00010281 421393
SLC18A2 DNOV00012261 423921
IRF7 DNOV00014614 396330
PTN DNOV00006346 418125
CAMK1 DNOV00007619 416049
GBAS DNOV00001768 417539
THOC2 DNOV00008900 422361
BCL2L13 DNOV00004393 418163
DRG1 DNOV00001376 416962
TMCC2 DNOV00000294 419827
IL18R1 DNOV00003165 418717
TMEM221 DNOV00015668 100858428
CRDS2 DNOV00001099 395898
CCNYL1 DNOV00000681 424093
BIK DNOV00004885 776149
CPAMD8 DNOV00008544 420138
HNRNPH3 DNOV00012638 423686
SNTB1 DNOV00007811 404774
STXBP3 DNOV00010449 424341
PHF20L1 DNOV00005829 420323
RND3 DNOV00013359 424312
ACP2 DNOV00006684 428864
VSIG4 DNOV00009160 422170
ADARB1 DNOV00010988 374087
NUAK1 DNOV00004289 418074
ZNF512 DNOV00015046 769868
FGF9 DNOV00004181 378917
MRPS18C DNOV00016643 770813
LOC419404 DNOV00006081 419404
TMEM59L DNOV00015811 420122
CRYBA2 DNOV00000155 373999
NCKAP5 DNOV00016347 424283
RNF138 DNOV00007733 421096
BRIP1 DNOV00016725 417642
CCNH DNOV00013825 427328
NIPSNAP3A DNOV00009387 427300
LARP1B DNOV00015858 422500
SLC14A2 DNOV00007946 770445
OTUD4 DNOV00009623 422463
PSMC5 DNOV00009085 428274
GPR88 DNOV00009238 769393
DPH1 DNOV00007386 417564
C3H20ORF26 DNOV00015484 421242
EIF4A2 DNOV00006038 395232
ST8SIA5 DNOV00007936 414797
CEP192 DNOV00009425 421043
GM2A DNOV00005649 100857973
PCTP DNOV00000519 417399
TPCN2 DNOV00010312 423141
GEMIN5 DNOV00005627 416254
RBP2 DNOV00001842 424822
TMEM156 DNOV00002024 426317
SYT7 DNOV00007889 101748423
GTPBP10 DNOV00000958 420544
GOLGA1 DNOV00011760 417097
PKP3 DNOV00015594 422994
C11ORF61 DNOV00018507 768763
MARCKSL1 DNOV00001526 770764
KIAA0355 DNOV00009336 415782
RPAP1 DNOV00001057 423217
C1H7orf73 DNOV00006351 418128
KDM4A DNOV00008759 424571
HBP1 DNOV00010382 417705
LCN8 DNOV00011181 396393
NAV1 DNOV00007271 430162
LOC425372 DNOV00010114 425372
NCAPH DNOV00016875 425304
RAX2 DNOV00008229 373893
VWA3B DNOV00003131 418688
CEP120 DNOV00009599 426802
LPGAT1 DNOV00016750 421375
F8 DNOV00001618 422199
LOC424420 DNOV00002193 424420
ATAD5 DNOV00000533 417408
YAF2 DNOV00010158 417790
SON DNOV00013756 770637
ARHGAP44 DNOV00007169 427797
GPAM DNOV00007212 423895
CHGB DNOV00003553 421312
SLC35G1 DNOV00006584 423800
RPL11 DNOV00001485 419682
ZFYVE27 DNOV00008342 423839
ABCC3 DNOV00000498 422099
ORAI1 DNOV00000828 416845
DNAJC1 DNOV00000892 420508
BTD DNOV00006883 420639
CCDC67 DNOV00006927 419006
TPX2 DNOV00009036 395081
WDR63 DNOV00004210 429090
SLC30A10 DNOV00008006 421349
ZC3HAV1L DNOV00006323 418108
SEC23A DNOV00003976 423335
NDUFS4 DNOV00010108 374122
SBF2 DNOV00003076 423043
RAB19 DNOV00006327 418113
SHCBP1 DNOV00007712 415751
TRPS1 DNOV00007834 420289
PLEKHD1 DNOV00001140 423260
ROS1 DNOV00012835 396192
ELOVL3 DNOV00007049 770955
THAP4 DNOV00013544 429271
C1H21ORF62 DNOV00013746 418501
C1ORF94 DNOV00011634 419639
C5ORF30 DNOV00017067 768501
LOC423226 DNOV00001070 423226
PAM DNOV00017070 427274
WDR37 DNOV00010067 420460
PRELP DNOV00000315 419933
LPXN DNOV00015016 423129
NOLC1 DNOV00007047 423755
PPM1B DNOV00017816 421404
MDM2 DNOV00004056 395609
KAZN DNOV00004698 426211
ALPI DNOV00006073 424936
OPTN DNOV00004838 374079
CACNG2 DNOV00004329 427909
ARL2BP DNOV00007530 426495
SLC25A13 DNOV00013173 428427
PRDM16 DNOV00006106 419388
DYNLRB2 DNOV00011522 415802
LOC101751621 DNOV00007715 101751621
KRR1 DNOV00004087 417863
GUCA2A DNOV00014757 419498
TNIP1 DNOV00005653 100858009
RBL1 DNOV00006990 419126
S100A11 DNOV00015163 396075
AIFM3 DNOV00015937 416999
STOML3 DNOV00003682 428074
JUN DNOV00004565 424673
TBC1D14 DNOV00003421 422862
ZNF644 DNOV00004238 424510
DDX11 DNOV00004360 418144
CRHR2 DNOV00002465 395105
SWT1 DNOV00002130 100859817
MAP6 DNOV00011972 395753
TMEM53 DNOV00008775 424581
TM4SF1 DNOV00013725 425046
GPD1 DNOV00012697 424263
FBLN5 DNOV00006200 423413
TMPRSS4 DNOV00014283 770454
UCK2 DNOV00002216 424406
LIG3 DNOV00001759 417530
TNMD DNOV00001538 404530
CAB39 DNOV00001832 424830
BRP44L DNOV00005976 428592
MNX1 DNOV00010050 395768
C10ORF28 DNOV00008346 423835
ATF4 DNOV00002602 395693
SLC2A12 DNOV00002388 421696
KIAA1244 DNOV00002362 421681
LOC100858580 DNOV00014195 100858580
TAL1 DNOV00005901 396298
LRRN1 DNOV00005160 771599
OLFM3 DNOV00009230 424461
LPHN2 DNOV00004194 424545
TMEM106C DNOV00017287 426186
SEPT9 DNOV00013617 417347
RACGAP1 DNOV00014937 426884
BATF DNOV00004016 423364
APIP DNOV00012781 428860
NUBP2 DNOV00002313 416402
STRBP DNOV00011774 417105
BTRC DNOV00008309 423854
RAI2 DNOV00007487 418614
AHSA1 DNOV00004040 423378
TRAPPC6B DNOV00003978 423337
TTC13 DNOV00004455 421545
AADACL2 DNOV00009927 425034
KCNH6 DNOV00009102 414871
DSG4 DNOV00017588 428528
NUDC DNOV00001424 419578
IGFBP1 DNOV00014432 408027
PTPN13 DNOV00012225 422591
DND1 DNOV00012385 425270
TCTE3 DNOV00004470 421555
FIBCD1 DNOV00006737 427762
ALKBH4 DNOV00001732 417510
NUDT6 DNOV00011405 422666
TMEM233 DNOV00001342 101748111
AQP9 DNOV00003346 415402
BMPR1A DNOV00005406 396308
LOC100858973 DNOV00013079 100858973
NDUFV2 DNOV00009451 426488
LOC101751821 DNOV00014174 101751821
NOB1 DNOV00013442 415867
PPIL4 DNOV00015667 421625
BLMH DNOV00006129 395996
HEXDC DNOV00008723 770994
SLC2A2 DNOV00007113 396272
LOC101752065 DNOV00013593 101752065
RIPPLY3 DNOV00007335 101749102
KBTBD10 DNOV00000076 424164
FANCF DNOV00010335 101750641
FHL1 DNOV00001560 770787
METTL9 DNOV00001912 416623
IKZF3 DNOV00017034 395614
LARP4B DNOV00010064 420457
ZC3H6 DNOV00003580 421230
EPB41 DNOV00009864 396493
ZDHHC6 DNOV00007209 423897
BBS10 DNOV00004091 417865
GCC2 DNOV00009717 428014
TRAPPC8 DNOV00007736 421095
HDC DNOV00004718 415454
AXIN2 DNOV00000567 395152
SLC25A19 DNOV00000449 422123
METTL18 DNOV00006293 424400
MIS18A DNOV00012284 418494
CCT6A DNOV00001770 417541
AK2 DNOV00001501 428227
MRPL27 DNOV00000489 422105
DUSP8 DNOV00006483 770435
EPC2 DNOV00013353 424309
CFH DNOV00017577 429057
SLC34A2 DNOV00011295 395131
KIAA1614 DNOV00002203 424414
SQSTM1 DNOV00002647 770805
GPR39 DNOV00016345 424282
SPNS3 DNOV00001704 417493
FAM45A DNOV00016759 423928
SH3TC2 DNOV00002672 426627
EPCAM DNOV00001289 421292
RAD9A DNOV00007848 404777
AMDHD2 DNOV00009774 770465
WNT3A DNOV00002431 395396
POLR2I DNOV00009558 426289
PLCZ1 DNOV00017309 418182
C28H19orf71 DNOV00008241 101749669
LOC100858703 DNOV00013297 100858703
LRRC49 DNOV00003329 415393
FNIP1 DNOV00002960 427642
UNC13D DNOV00000429 417369
LOC101747474 DNOV00004715 101747474
SPAM1 DNOV00008939 417749
BEND5 DNOV00005890 424628
TMEM165 DNOV00002096 428780
LOC415713 DNOV00011423 415713
STK10 DNOV00002676 416204
LOC101748465 DNOV00018596 101748465
ZMYND12 DNOV00004703 419510
KLHL13 DNOV00001583 422226
KLHL30 DNOV00011089 424851
ZCCHC24 DNOV00005356 423722
MCAT DNOV00004886 427934
FBXL2 DNOV00013471 420722
SMNDC1 DNOV00007221 423889
PQLC3 DNOV00007430 421941
RAD18 DNOV00012494 416114
KIAA1609 DNOV00011491 415815
PPP2R5A DNOV00015200 421372
ZPBP DNOV00014556 404537
DUSP12 DNOV00010769 425349
FAM122A DNOV00001566 422237
HIVEP2 DNOV00002339 421672
ZBTB38 DNOV00012974 424783
LOC100859283 DNOV00007276 100859283
SLC13A1 DNOV00008947 770198
N6AMT1 DNOV00012267 418481
TRA2B DNOV00017456 395403
IDI1 DNOV00010066 420459
LOC428094 DNOV00006934 428094
RYK DNOV00013567 395409
ANGPTL5 DNOV00014703 772036
PHF15 DNOV00002945 416315
CCL20 DNOV00001883 395082
C28H19orf77 DNOV00008246 101749387
TMEM139 DNOV00015952 101747965
OSMR DNOV00012734 427446
LOC101751887 DNOV00011926 101751887
EXPH5 DNOV00012467 101748418
PIDD DNOV00016043 426464
GTF2A1 DNOV00015325 423389
SOX18 DNOV00006544 374200
RNF215 DNOV00013140 417009
FBXL18 DNOV00015091 416484
MUC4 DNOV00009698 101752124
BRP44 DNOV00016889 768451
UTP23 DNOV00007832 420287
REV3L DNOV00006615 428622
CDADC1 DNOV00003643 418864
MED4 DNOV00003637 418859
LOC100859332 DNOV00017671 100859332
LSM3 DNOV00007634 416040
ZBTB5 DNOV00014359 431260
SCARA5 DNOV00016298 771061
WDHD1 DNOV00011525 423558
GPR142 DNOV00015082 431405
TMOD1 DNOV00014994 395883
ZP2 DNOV00001898 427006
DAZAP1 DNOV00016272 427266
C4BPA DNOV00000258 395384
MYO16 DNOV00015005 418751
C4HXORF57 DNOV00008864 422381
HEATR2 DNOV00001948 416447
GMNC DNOV00009674 100857704
TJAP1 DNOV00004982 421455
DAB2 DNOV00012737 427449
PARG DNOV00005395 423617
LOC425795 DNOV00008537 425795
ALPP DNOV00006072 100859876
MOS DNOV00012592 428537
LOC418554 DNOV00010874 418554
PPARGC1A DNOV00011282 422815
RWDD2B DNOV00012269 418484
CLIP1 DNOV00000814 395784
SH3YL1 DNOV00018106 421908
DSP DNOV00008672 420869
LOC101750281 DNOV00011314 101750281
BTG2 DNOV00000317 419932
SCUBE3 DNOV00000359 419896
A2LD1 DNOV00014201 418773
GTF2H1 DNOV00006440 423081
CDK7 DNOV00002787 771294
IL15 DNOV00009638 395258
DMP1 DNOV00012232 404539
NDP DNOV00017998 418560
CHUK DNOV00012021 423669
C5H14ORF129 DNOV00015524 423442
EAF2 DNOV00009488 424243
NDUFS6 DNOV00014823 420976
BROX DNOV00001230 421334
PES1 DNOV00013145 770808
LOC100858320 DNOV00013703 100858320
CACNA1H DNOV00005298 416526
WFIKKN2 DNOV00000503 422097
RAD52 DNOV00004372 418152
RHOG DNOV00001609 422207
ANKLE1 DNOV00017928 100857739
EPHB2 DNOV00014760 396513
LOC430303 DNOV00015126 430303
PEX11G DNOV00008536 420131
TRAT1 DNOV00003773 418412
FBXW10 DNOV00007166 417323
HHIP DNOV00009626 422460
TMED10 DNOV00004012 423362
SLK DNOV00007243 423878
SKA3 DNOV00004186 418948
RSPRY1 DNOV00007532 415648
DCTD DNOV00008602 422556
WDR65 DNOV00008744 424559
PDX1 DNOV00004152 771348
CCDC110 DNOV00008621 101750861
GNAI1 DNOV00010430 396368
DMXL2 DNOV00008839 415594
FGF3 DNOV00010305 396267
KANSL2 DNOV00017861 426401
LCMT1 DNOV00008713 416565
APAF1 DNOV00008361 417926
NPY2R DNOV00010348 422405
NOL4 DNOV00013228 769466
XPC DNOV00007635 416039
CDK13 DNOV00012892 420766
UQCRFS1 DNOV00007713 415752
N4BP3 DNOV00002696 431542
UBE3C DNOV00010051 420447
LOC395787 DNOV00013313 395787
DTL DNOV00015201 421373
KBTBD3 DNOV00012446 418976
POC1A DNOV00011359 415889
LOC100857714 DNOV00015168 100857714
LOC693257 DNOV00017774 693257
NOL7 DNOV00011573 420835
SEC24C DNOV00007029 423742
IFT80 DNOV00009887 425014
SDPR DNOV00000615 424047
SECISBP2 DNOV00004548 426815
KIAA1919 DNOV00006616 428623
KLHL29 DNOV00013962 770342
SPOP DNOV00010486 425528
FOXG1 DNOV00017705 396110
C1H3ORF52 DNOV00011390 418422
CALHM2 DNOV00014590 770753
CD7 DNOV00013616 417346
ERO1L DNOV00015755 423585
AQP7 DNOV00016559 426892
LOC101749593 DNOV00005763 101749593
LIN28A DNOV00001435 428206
SERPIND1 DNOV00011711 395877
LOC426044 DNOV00017488 426044
PGBD5 DNOV00004448 421541
CWH43 DNOV00002077 422763
MAML1 DNOV00002644 416286
SNAPC1 DNOV00010236 423517
MRS2 DNOV00009182 420820
URB2 DNOV00004446 421539
CHRNA5 DNOV00014691 386577
B3GALNT1 DNOV00007070 425010
PLCXD2 DNOV00003765 418417
GPR1 DNOV00000692 424101
SLC38A4 DNOV00014515 417809
AES DNOV00008997 100858542
MYCT1 DNOV00008793 421641
CXCR5 DNOV00013933 419784
LOC101747244 DNOV00018370 101747244
GMCL1 DNOV00014071 426327
HSPB1 DNOV00001740 396227
LPAR4 DNOV00009123 422149
CREG2 DNOV00003158 770646
ASB2 DNOV00006182 423428
LOC418221 DNOV00004879 418221
KCTD9 DNOV00005228 419526
MFSD2A DNOV00001489 419679
RNPEP DNOV00007269 421165
REPS2 DNOV00007492 418617
TFF2 DNOV00010851 418534
GLOD5 DNOV00005759 771737
PSMB7 DNOV00011768 378915
NECAP1 DNOV00016292 770083
UCHL3 DNOV00008123 395626
TTLL12 DNOV00004888 418227
ARMC4 DNOV00008280 420482
LOC101747287 DNOV00009071 101747287
PPP1CB DNOV00011017 396019
FAM172BP DNOV00003797 418395
GJA10 DNOV00011814 771878
LOC100859014 DNOV00016838 100859014
SNX4 DNOV00012700 424260
WDR6 DNOV00011466 416060
WISP2 DNOV00008483 419192
PCDH18 DNOV00009662 422438
MFSD5 DNOV00017952 777286
XYLT2 DNOV00000487 414780
SNX1 DNOV00002850 427480
MKRN2 DNOV00011600 374162
ASS1 DNOV00006732 417185
SLC35D2 DNOV00004496 101751744
GPR160 DNOV00007105 424992
PAQR8 DNOV00011082 422042
LOC423277 DNOV00001159 423277
FH DNOV00014732 420969
KCTD4 DNOV00003613 769400
LOC100859827 DNOV00013735 100859827
SYTL3 DNOV00002320 100858462
SLAMF1 DNOV00015169 425300
ZC3H14 DNOV00006224 423399
TIMM9 DNOV00011552 100859762
SLC6A9 DNOV00008768 424576
VPS37D DNOV00013883 100859879
EXOC5 DNOV00011539 423549
PDCD2L DNOV00009342 415785
PLEKHH1 DNOV00001153 423270
WDR16 DNOV00007171 417322
ICK DNOV00014490 421896
RPS15 DNOV00016271 396448
CETP DNOV00007537 415645
SHISA2 DNOV00004168 395162
EDIL3 DNOV00018292 427326
LOC769866 DNOV00009368 769866
GCHFR DNOV00016676 423003
C5H14ORF105 DNOV00011543 423546
AMOTL1 DNOV00006945 428091
HDX DNOV00015773 422272
MED6 DNOV00001127 426282
LOC101751599 DNOV00018101 101751599
C14H16orf11 DNOV00009792 416388
SATB2 DNOV00000638 424063
LEPRE1 DNOV00014770 414142
SNF8 DNOV00010498 419990
TBL1X DNOV00011846 426045
PRPF8 DNOV00007395 417559
FRS3 DNOV00000327 419923
ARTN DNOV00008762 100857910
LOC416197 DNOV00011902 416197
SLC35D3 DNOV00002371 428614
PHC1 DNOV00017093 418252
ITIH3 DNOV00012751 415901
ETF1 DNOV00011881 416182
MBNL2 DNOV00011222 418784
PSMA4 DNOV00014692 415357
MFGE8 DNOV00004779 415494
SASS6 DNOV00009243 424471
SCEL DNOV00008114 101751260
SAMD10 DNOV00006547 428153
NAA38 DNOV00013366 417765
C2ORF56 DNOV00005558 421477
BAI2 DNOV00001530 426163
APCDD1L DNOV00017619 419316
GNB1L DNOV00012993 416781
FAM135A DNOV00013685 421871
RNF24 DNOV00010577 100857605
COPS8 DNOV00015219 424020
GINS1 DNOV00003557 425297
C5H14ORF169 DNOV00001109 423249
FGD3 DNOV00013198 415989
PPP6C DNOV00011758 772354
PPP2R3C DNOV00010075 423324
LOC428949 DNOV00007048 428949
TXNL4A DNOV00009203 420811
LOC419602 DNOV00001444 419602
ZNF518A DNOV00006564 428964
KCNQ4 DNOV00011624 419643
LEO1 DNOV00008850 769405
DGKG DNOV00011107 424839
CTCF DNOV00017217 396274
MPND DNOV00017186 100858729
DDX1 DNOV00007421 395249
SEC24A DNOV00002943 416313
RAB39B DNOV00016148 422354
GNL3 DNOV00012747 415897
LOC418020 DNOV00002612 418020
KIAA1524 DNOV00003775 418410
CCNE2 DNOV00005065 420231
TTC34 DNOV00006103 100857353
MRTO4 DNOV00013913 428192
SEMA4B DNOV00016818 415582
HTRA3 DNOV00003431 422868
FRMD7 DNOV00001576 428710
HOXA2 DNOV00006853 396055
MTERFD3 DNOV00004297 418067
SLC16A7 DNOV00014509 417815
SERPINI1 DNOV00007088 425002
MRPS30 DNOV00016034 395781
UBE2N DNOV00008401 417898
TPMT DNOV00011569 420830
CHAC2 DNOV00008038 421221
VAT1 DNOV00012542 420009
ISLR2 DNOV00002888 429941
NPY6R DNOV00013103 693264
ASRGL1 DNOV00013677 421868
FZD6 DNOV00007756 378788
GPR107 DNOV00006729 417186
PTGER3 DNOV00011339 429116
CNTN6 DNOV00005151 427597
ZFYVE26 DNOV00001158 423276
RIN3 DNOV00006195 423417
SLC22A7 DNOV00010201 416712
LOC417263 DNOV00003270 417263
NIP7 DNOV00017739 415863
C1H12ORF66 DNOV00010893 417822
COL4A3BP DNOV00002754 427209
PSMA3 DNOV00011549 423542
DOK2 DNOV00005188 100857332
ERCC8 DNOV00010142 427153
DOLPP1 DNOV00009536 417196
CHAMP1 DNOV00009725 418733
LOC428961 DNOV00006589 428961
FAM149B1 DNOV00015571 423639
LOC101749350 DNOV00002478 101749350
FEZF2 DNOV00005098 416074
CYP19A1 DNOV00008842 414854
GPLD1 DNOV00009183 420819
LRRN2 DNOV00000299 428261
KCNJ15 DNOV00007327 427984
TNIP2 DNOV00006420 422884
RANGAP1 DNOV00002579 417997
SEP15 DNOV00004222 424521
DPYSL2 DNOV00005234 395155
LOC423752 DNOV00007040 423752
NPLOC4 DNOV00015087 417456
SRD5A3 DNOV00002095 422750
FAM208B DNOV00015739 416689
C17H9ORF78 DNOV00006726 417189
TRAIL-LIKE DNOV00014125 395283
CCBP2 DNOV00002444 420393
TCTEX1D4 DNOV00005951 101747461
LOC421690 DNOV00002377 421690
KIF25 DNOV00004482 421563
CCDC53 DNOV00006303 418094
LOC423490 DNOV00016400 423490
ITK DNOV00005621 416247
KIN DNOV00004816 419109
TSPAN15 DNOV00012652 423699
AASS DNOV00008954 417757
SLC17A8 DNOV00013408 427877
CIZ1 DNOV00009513 417216
NID1 DNOV00012802 395531
CENPQ DNOV00011069 422048
PDRG1 DNOV00009041 771852
DCAF17 DNOV00000059 424153
SLC4A3 DNOV00000127 424194
POFUT2 DNOV00010987 395112
LOC427292 DNOV00009413 427292
LYPD6B DNOV00013355 424310
GAS6 DNOV00009733 418737
LOC100858115 DNOV00003211 100858115
LPIN1 DNOV00007425 421945
TMEM108 DNOV00008181 420692
GZMA DNOV00010117 395108
SYTL5 DNOV00015253 427990
CTU2 DNOV00014747 415850
NHP2 DNOV00002695 416218
MTCH2 DNOV00014305 395597
TOX DNOV00016654 421138
NOX5 DNOV00015436 415565
SOX17 DNOV00012604 428534
TNFRSF10B DNOV00005214 373904
RNF213 DNOV00013270 422080
NAPEPLD DNOV00010409 417719
CCDC59 DNOV00004117 417878
PLCD1 DNOV00002470 420416
SLC44A1 DNOV00009385 427301
SYT8 DNOV00006479 423095
FBXO42 DNOV00017995 419461
FBXO39 DNOV00003695 776097
B3GNT4 DNOV00000818 100858043
SOD2 DNOV00006009 374042
