geneName	gene	geneID
HMBOX1	DNOV00013577	gene5029
TOMM7	DNOV00003917	gene2648
ACP6	DNOV00012185	gene1263
SMG5	DNOV00012331	gene14499
DCBLD2	DNOV00003812	gene1169
PDE8A	DNOV00004722	gene9865
CIP1	DNOV00000388	gene14816
PPP1R16B	DNOV00008518	gene13354
LOC100859903	DNOV00013298	gene10602
TMEM45A	DNOV00003804	gene1178
LOC771545	DNOV00009014	gene13660
CDH20	DNOV00009225	gene3111
STRA6	DNOV00002889	gene9694
TSPAN14	DNOV00005375	gene7458
SMARCAL1	DNOV00000189	gene8401
ARMC10	DNOV00010410	gene141
LOC422448	DNOV00009645	gene5575
ABI3BP	DNOV00003801	gene1181
NDUFS3	DNOV00006695	gene6794
SUSD2	DNOV00015998	gene11948
CNGA2	DNOV00016953	gene5334
CAPZA2	DNOV00013373	gene251
CCDC14	DNOV00009503	gene8443
DCBLD1	DNOV00012834	gene4610
RXFP3	DNOV00010833	gene15770
C6H10orf57	DNOV00005360	gene7471
COX4I1	DNOV00015492	gene10390
UNC93B1	DNOV00014296	gene6382
IMPG1	DNOV00013611	gene4774
SLC7A10	DNOV00009319	gene10300
LOC100857480	DNOV00000156	gene8371
SPATA18	DNOV00002080	gene6043
TRDMT1	DNOV00000928	gene2521
ETNK1	DNOV00010532	gene851
IKZF5	DNOV00017435	gene7948
FAM206A	DNOV00014410	gene3223
RSPH9	DNOV00004973	gene4222
LACTB	DNOV00003295	gene9744
C1H12orf48	DNOV00004265	gene715
LOC429524	DNOV00008085	gene3483
NSUN5	DNOV00013900	gene12914
MDM1	DNOV00004052	gene333
LOC421447	DNOV00004974	gene4223
LOC768955	DNOV00009807	gene11608
C2H18orf1	DNOV00009422	gene3288
FRK	DNOV00012850	gene4627
ZNF385B	DNOV00015283	gene8218
SLC19A1	DNOV00010945	gene8094
UTP6	DNOV00000530	gene12697
FRMPD4	DNOV00011863	gene1551
FAM104A	DNOV00015072	gene12758
ARL6IP4	DNOV00000846	gene11831
HENMT1	DNOV00010446	gene8571
CPSF4L	DNOV00015074	gene12760
C8H1orf177	DNOV00004581	gene9032
FAM169B	DNOV00006828	gene9951
GLG1	DNOV00010029	gene10179
IYD	DNOV00015657	gene4451
LOC100858326	DNOV00003497	gene12444
MYCBPAP	DNOV00000494	gene12840
SFXN1	DNOV00002692	gene11018
CGGBP1	DNOV00011386	gene1223
AATK	DNOV00013262	gene12784
MARCH6	DNOV00015056	gene3149
AGPS	DNOV00000012	gene8230
KIAA1274	DNOV00012109	gene7585
INPP4B	DNOV00009637	gene5581
KLHL10	DNOV00015870	gene15250
SORBS1	DNOV00007037	gene7643
LOC100859234	DNOV00014293	gene14460
LRP12	DNOV00007749	gene3638
DVL1	DNOV00010596	gene13747
DKC1	DNOV00001621	gene5208
SST	DNOV00009687	gene9387
P2RY1	DNOV00009923	gene9577
MYOT	DNOV00013104	gene11158
FYCO1	DNOV00008172	gene2823
NR1D2	DNOV00016359	gene2749
LOC427182	DNOV00002777	gene15910
CD86	DNOV00012078	gene987
ATOH7	DNOV00012636	gene7541
APLF	DNOV00003531	gene3955
DZIP1	DNOV00011229	gene1769
TNFAIP3	DNOV00002366	gene4518
PMPCA	DNOV00003477	gene12468
SHC4	DNOV00008828	gene9844
TPST2	DNOV00017540	gene11933
SH3RF2	DNOV00003004	gene11247
PRL	DNOV00009176	gene2993
LRRC28	DNOV00006822	gene9955
FLT4	DNOV00002651	gene11127
AMACR	DNOV00010830	gene15772
SLC5A11	DNOV00008716	gene11468
CCDC108	DNOV00000154	gene8367
FAM110B	DNOV00016649	gene3445
UGGT1	DNOV00001801	gene9162
RX2	DNOV00014396	gene15639
LOC422154	DNOV00009131	gene5142
IGJ	DNOV00011665	gene5837
SEPT3	DNOV00002558	gene547
DPY19L1	DNOV00013541	gene2884
MASP2	DNOV00004662	gene13803
LRRIQ1	DNOV00016632	gene395
LOC428278	DNOV00012864	gene15083
GRK7	DNOV00012977	gene9322
COL9A3	DNOV00006516	gene13450
KBTBD13	DNOV00006799	gene9977
LOC416190	DNOV00011893	gene10927
LRRC9	DNOV00010222	gene7313
B3GNT5	DNOV00006034	gene9464
NSL1	DNOV00015193	gene4114
TMC3	DNOV00004744	gene9882
LOC423837	DNOV00008344	gene7782
PDE7B	DNOV00002380	gene4533
CASD1	DNOV00000994	gene2582
SSR3	DNOV00009912	gene9566
FOS	DNOV00004014	gene7066
MLL5	DNOV00010398	gene150
SECISBP2L	DNOV00008827	gene9846
PHKB	DNOV00007700	gene10257
PLIN2	DNOV00005714	gene16022
NUPL1	DNOV00004169	gene1987
PARP12	DNOV00006311	gene725
COL8A1	DNOV00003814	gene1168
AQP3	DNOV00016557	gene15681
CLDN14	DNOV00007339	gene1370
FGFR1	DNOV00014332	gene13999
USP48	DNOV00016255	gene13920
C26H6orf130	DNOV00000336	gene14965
MCAM	DNOV00011917	gene14405
FAM108A1	DNOV00013516	gene15432
PTK2B	DNOV00016304	gene4991
FOXJ2	DNOV00017602	gene972
PHTF2	DNOV00010420	gene131
NCEH1	DNOV00007121	gene9493
SRL	DNOV00010693	gene11618
NUDT14	DNOV00010260	gene7277
CCBE1	DNOV00015161	gene15758
QSER1	DNOV00016572	gene6521
CNOT8	DNOV00005628	gene11083
LOC100857781	DNOV00016689	gene16469
CC2D2A	DNOV00003384	gene6163
FAM161B	DNOV00003983	gene7039
C4H4orf47	DNOV00008622	gene5984
FGF4	DNOV00010307	gene6735
CUL5	DNOV00012459	gene2031
LOC100857436	DNOV00017014	gene16839
CENPT	DNOV00014814	gene10122
SET	DNOV00009520	gene12355
SUSD4	DNOV00001235	gene4071
FXN	DNOV00005700	gene16037
HSPA4L	DNOV00011417	gene5629
HEPH	DNOV00009158	gene5122
GALNT11	DNOV00002501	gene2406
SLC26A8	DNOV00000376	gene14742
MZT1	DNOV00008133	gene1817
LOC426626	DNOV00013515	gene15431
LOC772218	DNOV00015649	gene1486
LOC769178	DNOV00014220	gene1733
PRKAB1	DNOV00001343	gene12039
MYL4	DNOV00009111	gene15124
LOC100859766	DNOV00009046	gene13535
BTBD10	DNOV00003102	gene6539
ACOX1	DNOV00000423	gene12638
SH2D3C	DNOV00003193	gene12335
LOC771467	DNOV00014620	gene6675
NIM1	DNOV00016027	gene15815
TAF15	DNOV00001749	gene13003
LOC100858200	DNOV00017494	gene15278
FGL2	DNOV00010414	gene137
FRMD5	DNOV00013396	gene10035
SOD3	DNOV00011286	gene6133
BICD1	DNOV00006358	gene769
LOC426893	DNOV00016558	gene15680
MX1	DNOV00007308	gene1397
PLEKHA3	DNOV00000002	gene8222
ANKK1	DNOV00011947	gene14480
IRAK4	DNOV00010152	gene286
ING5	DNOV00013547	gene9226
FBXO22	DNOV00014688	gene9722
FAM134A	DNOV00000149	gene8361
C2CD3	DNOV00015413	gene2230
MAST3	DNOV00008534	gene15545
TNNC1	DNOV00011355	gene10504
TSHZ3	DNOV00007725	gene10282
DEGS1	DNOV00001241	gene4066
MTX2	DNOV00000017	gene8234
ACBD3	DNOV00001257	gene4052
MCTS1	DNOV00008896	gene5438
PLAU	DNOV00007017	gene7627
MRPL39	DNOV00016414	gene1303
AP4B1	DNOV00000213	gene14921
SERPINH1	DNOV00011977	gene2214
LOC100858560	DNOV00014547	gene1934
LRRCC1	DNOV00005014	gene3546
ATP2B1	DNOV00017178	gene407
QRICH1	DNOV00011472	gene10753
SF3B3	DNOV00010024	gene10174
DYRK1A	DNOV00007330	gene1379
MASTL	DNOV00008287	gene2476
SLC2A10	DNOV00008463	gene13405
RIF1	DNOV00013363	gene8529
FANCA	DNOV00015981	gene10435
ACCS	DNOV00006711	gene6781
SPRED2	DNOV00003518	gene3939
RALYL	DNOV00016817	gene3544
HERC3	DNOV00017359	gene5657
USP46	DNOV00002082	gene6042
IGBP1	DNOV00009138	gene5136
RNF43	DNOV00001654	gene12927
PIK3R6	DNOV00007177	gene12890
LOC100857189	DNOV00002412	gene4564
LOC415932	DNOV00010922	gene10568
ASB15	DNOV00008944	gene223
CDCA2	DNOV00005229	gene13952
C3H20orf3	DNOV00010204	gene4010
YY1	DNOV00005491	gene7209
PPARD	DNOV00000363	gene14939
HAS2	DNOV00007809	gene3682
KIAA1429	DNOV00005060	gene3583
FABP1	DNOV00006372	gene6294
CDKN2AIP	DNOV00008606	gene5711
NOX4	DNOV00006915	gene2105
LOC771117	DNOV00016293	gene5002
AGR3	DNOV00003883	gene2626
LOC771494	DNOV00013008	gene11778
ABL2	DNOV00002186	gene8704
SAG	DNOV00001786	gene9149
TMEM16E	DNOV00010333	gene6490
UBE2G2	DNOV00011109	gene9249
MKKS	DNOV00001210	gene3976
CDHR1	DNOV00005387	gene7450
LOC769453	DNOV00011896	gene10925
VNN1	DNOV00002395	gene4548
NUSAP1	DNOV00001051	gene6848
BDH2	DNOV00007967	gene5981
RNF8	DNOV00004954	gene4207
LRIT1	DNOV00005389	gene7448
LCA5L	DNOV00007320	gene1388
SEPT6	DNOV00008884	gene5449
FAM35A	DNOV00005400	gene7438
OLFML1	DNOV00003108	gene6533
DPYD	DNOV00009257	gene8793
DNAJC3	DNOV00011227	gene1768
LOC425522	DNOV00004835	gene94
COL5A2	DNOV00000589	gene8018
BAAT	DNOV00007871	gene6412
IRF2BP2	DNOV00005958	gene4332
NPL	DNOV00002153	gene8731
WHSC2	DNOV00006409	gene6242
AMZ1	DNOV00001992	gene11355
FBXO34	DNOV00011530	gene7346
ASAP2	DNOV00007450	gene4890
KCNQ3	DNOV00005826	gene3717
LOC772106	DNOV00003486	gene12456
COMMD5	DNOV00008872	gene5461
FZ-8	DNOV00000680	gene8175
HSBP1	DNOV00011496	gene10373
XXYLT1	DNOV00010644	gene9356
TM7SF3	DNOV00004871	gene875
KLHL6	DNOV00001810	gene9170
RGS12	DNOV00003442	gene6220
ARFGAP3	DNOV00004882	gene886
TEK	DNOV00017168	gene16348
LOC100859485	DNOV00018319	gene16988
DENND3	DNOV00005855	gene3742
DSCR3	DNOV00007332	gene1378
TDO2	DNOV00010353	gene5513
TMEM194A	DNOV00017608	gene16498
SC4MOL	DNOV00010735	gene5539
RBPJ	DNOV00011299	gene6123
HOOK1	DNOV00004559	gene9052
REST	DNOV00015113	gene5809
WNT4	DNOV00014767	gene13901
CHST12	DNOV00001983	gene11347
ACOT12	DNOV00013494	gene16284
PEX7	DNOV00002372	gene4525
DTD1	DNOV00010221	gene3993
SLC35B1	DNOV00010485	gene15134
SFXN2	DNOV00014573	gene7832
PPM1G	DNOV00015041	gene4967
WSB1	DNOV00003722	gene13218
LOC427826	DNOV00007393	gene13052
UBE2G1	DNOV00001705	gene12964
SYNRG	DNOV00003747	gene13201
TMEM180	DNOV00014568	gene7827
LOC100858159	DNOV00018061	gene2289
C8H1orf123	DNOV00004605	gene9011
MRPL53	DNOV00015798	gene3536
PHOSPHO2	DNOV00000071	gene8289
HERC2	DNOV00003121	gene1604
SCNN1A	DNOV00012069	gene997
RIPK1	DNOV00008645	gene3082
CAV2	DNOV00013376	gene254
OPN3	DNOV00005596	gene4301
XRCC6BP1	DNOV00014512	gene301
NPC1	DNOV00005425	gene3361
PITRM1	DNOV00008248	gene2442
CD28	DNOV00000707	gene8196
TAF1	DNOV00001610	gene5217
SGK223	DNOV00015129	gene5823
CYGB	DNOV00013633	gene12623
CCDC86	DNOV00007870	gene6413
DYNC2H1	DNOV00014717	gene2050
NAT10	DNOV00012775	gene6752
F11	DNOV00008628	gene5991
LOC100858071	DNOV00005851	gene3736
SDC3	DNOV00009874	gene14078
C25H1orf43	DNOV00015339	gene14625
EIF2AK1	DNOV00001921	gene11299
LOC100858889	DNOV00011287	gene6132
TMEM8C	DNOV00003499	gene12442
HNRNPM	DNOV00008213	gene15330
KCNF1	DNOV00007432	gene4907
LOC429892	DNOV00016516	gene16793
ABCD4	DNOV00003991	gene7047
LOC422039	DNOV00011085	gene5062
UMODL1	DNOV00007300	gene1405
BMP2	DNOV00001196	gene3987
TPCN3	DNOV00003586	gene3835
FAS	DNOV00006605	gene7711
LOC416090	DNOV00005135	gene10811
RPL14	DNOV00001019	gene2787
EPG5	DNOV00007944	gene15664
AQR	DNOV00013342	gene6973
LOC777518	DNOV00011983	gene2220
CNN2	DNOV00008963	gene15476
MTHFD2L	DNOV00013998	gene5744
CCDC113	DNOV00007565	gene10087
C1GALT1C1	DNOV00008897	gene5437
RAD51	DNOV00016679	gene6442
FAM3C	DNOV00017202	gene232
CHMP1A	DNOV00015974	gene10430
CNTN2	DNOV00000297	gene14835
RUFY3	DNOV00011663	gene5839
MSL2	DNOV00010782	gene9134
LOC100859261	DNOV00005162	gene10839
PATL2	DNOV00002851	gene9642
SLC35B3	DNOV00008679	gene3054
ANXA13	DNOV00007796	gene3696
DNAJC8	DNOV00014671	gene14102
DAGLA	DNOV00007890	gene6397
CAV3	DNOV00012497	gene10847
GPR133	DNOV00014097	gene11793
ZNF385D	DNOV00006909	gene2743
CYB5R4	DNOV00009286	gene4747
B3GALT1	DNOV00000086	gene8304
LOC100857803	DNOV00002562	gene551
FKBP6	DNOV00013898	gene12912
BSX	DNOV00009956	gene14379
HCN4	DNOV00002874	gene9663
C3H20orf72	DNOV00010212	gene4001
ITFG1	DNOV00007701	gene10258
KPNA7	DNOV00005253	gene11376
SP5	DNOV00000065	gene8283
ICT1	DNOV00000471	gene12865
DOPEY1	DNOV00009292	gene4754
OPRM1	DNOV00008799	gene4468
MED17	DNOV00006932	gene2090
PGM2L1	DNOV00017270	gene2241
IGF2BP1	DNOV00010496	gene15154
TBC1D10A	DNOV00013137	gene12079
CNKSR1	DNOV00001441	gene14074
EXTL3	DNOV00013579	gene5027
SLC25A16	DNOV00012641	gene7546
BTG4	DNOV00011929	gene14464
RAMP3	DNOV00014436	gene2949
HPX	DNOV00018891	gene2179
ASB8	DNOV00017626	gene16814
LOC395744	DNOV00004691	gene13863
SUMF2	DNOV00001771	gene13026
PEX3	DNOV00002334	gene4498
MAFB	DNOV00008513	gene13358
GCH1	DNOV00011524	gene7352
LOC100857312	DNOV00013519	gene15437
FZD9	DNOV00013897	gene12911
MED28	DNOV00003371	gene6150
PLAA	DNOV00017171	gene16346
CCDC18	DNOV00004258	gene8815
LEPREL2	DNOV00011794	gene1019
DONSON	DNOV00013757	gene1349
CYBRD1	DNOV00000057	gene8276
NCBP1	DNOV00014992	gene16366
PTBP2	DNOV00009261	gene8794
ITPRIP	DNOV00007238	gene7856
KCNK10	DNOV00006227	gene7121
TGIF1	DNOV00005464	gene3329
KCNC2	DNOV00004082	gene362
NUDT1	DNOV00001977	gene11344
LEMD2	DNOV00000342	gene14957
LARP6	DNOV00003328	gene9776
DDX54	DNOV00001333	gene12048
WDR26	DNOV00001245	gene4063
LOC771832	DNOV00004005	gene7058
LACE1	DNOV00006642	gene4660
CD276	DNOV00002878	gene9666
CDKL5	DNOV00007485	gene1513
NTNG2	DNOV00006750	gene12412
ZNF238	DNOV00005582	gene4290
HACL1	DNOV00006882	gene2723
PAK2	DNOV00013560	gene9214
KANSL3	DNOV00016872	gene14024
DHX58	DNOV00015880	gene15259
GUCA1B	DNOV00000244	gene14894
KCNS2	DNOV00005088	gene3606
LRRC47	DNOV00006115	gene13701
B4GALT2	DNOV00008766	gene8914
LOC770278	DNOV00012483	gene14638
PCF11	DNOV00014948	gene2118
C12H3orf18	DNOV00017662	gene10541
USMG5	DNOV00014586	gene7841
NTAN1	DNOV00002238	gene11275
CENPN	DNOV00011518	gene10354
MMD2	DNOV00002007	gene11365
CEP350	DNOV00002196	gene8694
NAT8L	DNOV00006411	gene6237
PKN2	DNOV00004230	gene8840
FUT4	DNOV00006944	gene2081
ZNF830	DNOV00014729	gene3200
TRAM2	DNOV00011084	gene5063
GPR174	DNOV00009120	gene5152
E2F3	DNOV00011560	gene2997
ACYP2	DNOV00008033	gene3827
CNGA1	DNOV00002067	gene6056
GNS	DNOV00010900	gene319
CELA1	DNOV00013077	gene16497
PHYH	DNOV00004840	gene98
CALCR	DNOV00000987	gene2574
LMBR1	DNOV00010048	gene2420
CWC27	DNOV00002811	gene15882
TMEM9	DNOV00007282	gene14776
LOC100857311	DNOV00010512	gene15178
GRAP2	DNOV00002597	gene582
KBP	DNOV00006097	gene13716
ZNHIT6	DNOV00004217	gene8850
HSD11B1L	DNOV00009008	gene15385
CGN	DNOV00013979	gene14704
TAF4B	DNOV00016547	gene3374
DHRS7C	DNOV00014645	gene12550
PPP4R2	DNOV00005144	gene10822
AVPR2	DNOV00010168	gene274
BCL2L14	DNOV00004925	gene924
NFKB1	DNOV00007974	gene5976
LOC768709	DNOV00014351	gene16434
STAC	DNOV00013479	gene2865
GPR183	DNOV00011214	gene1754
RCSD1	DNOV00012210	gene1242
SH3BP5	DNOV00001010	gene2796
ST7L	DNOV00000227	gene14907
RTN4RL1	DNOV00007387	gene13059
FKBP15	DNOV00003272	gene12273
BCS1L	DNOV00000166	gene8380
SCAMP2	DNOV00002906	gene9679
LOC100858527	DNOV00002188	gene8702
GLRX3	DNOV00008440	gene7984
PEX5	DNOV00011810	gene1037
MOV10L1	DNOV00008917	gene201
PDIA3	DNOV00018002	gene10066
CCNL2	DNOV00010592	gene13743
RTTN	DNOV00017350	gene3274
ZBTB44	DNOV00012658	gene14355
DDX43	DNOV00013673	gene4787
BEND7	DNOV00004842	gene100
RPAIN	DNOV00001716	gene12975
LYRM4	DNOV00008660	gene3071
ARRDC3	DNOV00013808	gene16261
SOSTDC1	DNOV00003876	gene2620
LOC427400	DNOV00016136	gene15703
ACTL6A	DNOV00016981	gene9481
NPHS2	DNOV00002189	gene8700
LOC427097	DNOV00012437	gene3136
BAALC	DNOV00007757	gene3630
IL6	DNOV00003916	gene2647
PTPRC	DNOV00010463	gene8587
CHRDL2	DNOV00015422	gene2237
NME7	DNOV00003837	gene1154
TMEM70	DNOV00008050	gene3512
MMP2	DNOV00011418	gene10229
DIRC2	DNOV00009492	gene8435
SIAH2	DNOV00013740	gene9589
LOC415686	DNOV00010032	gene10181
VDR	DNOV00017288	gene16819
LARP4	DNOV00014931	gene16456
ATPAF1	DNOV00005906	gene8964
EHHADH	DNOV00010789	gene9184
ATPAF2	DNOV00005280	gene11406
GLRA4	DNOV00001633	gene5194
SLC30A6	DNOV00005561	gene4269
SLC18A3	DNOV00005391	gene7446
CBX4	DNOV00018886	gene12796
FAM169A	DNOV00002749	gene15940
GPR176	DNOV00001170	gene6948
LOC100857298	DNOV00012536	gene15290
PRMT8	DNOV00017479	gene961
FAM177A1	DNOV00010076	gene7013
FLCN	DNOV00005270	gene11395
ADA	DNOV00008482	gene13389
MSL3	DNOV00011860	gene1552
LOC100858424	DNOV00010021	gene10173
SRD5A2	DNOV00005565	gene4273
NEFH	DNOV00001300	gene12092
FSCN2	DNOV00015089	gene12776
SURF4	DNOV00003504	gene12435
CGNL1	DNOV00003350	gene9794
ANKRD1	DNOV00006596	gene7722
SOX14	DNOV00010803	gene9196
NFX1	DNOV00014191	gene2962
HECTD2	DNOV00006592	gene7724
FITM2	DNOV00008474	gene13396
SMARCD2	DNOV00009086	gene15101
PM20D1	DNOV00000281	gene14855
SKP2	DNOV00010815	gene15785
ATP6V1C1	DNOV00007758	gene3629
LOC772392	DNOV00018605	gene16978
C26H1orf88	DNOV00000319	gene14987
GFI1B	DNOV00006762	gene12423
CBFA2T3	DNOV00014740	gene10419
ZNF142	DNOV00000167	gene8381
TOX3	DNOV00007674	gene10238
FADS1	DNOV00015031	gene6691
MPHOSPH8	DNOV00015206	gene2017
FAM175A	DNOV00016642	gene5792
PDCD11	DNOV00014587	gene7842
LOC769357	DNOV00005469	gene3327
FRMPD2	DNOV00015379	gene7692
PRRC2B	DNOV00006743	gene12406
ENC1	DNOV00002745	gene15944
LOC100859768	DNOV00000390	gene14814
ZADH2	DNOV00016461	gene3257
RND2	DNOV00012543	gene15297
SETBP1	DNOV00007949	gene15668
DRG2	DNOV00005282	gene11408
RBKS	DNOV00011013	gene4184
ASB18	DNOV00015214	gene8071
DSE	DNOV00012847	gene4624
PAPSS1	DNOV00016765	gene5679
LOC100859699	DNOV00017043	gene7704
PAFAH1B2	DNOV00016088	gene14437
CMTM7	DNOV00001033	gene2771
TMEM237	DNOV00000660	gene8162
LOC422853	DNOV00003412	gene6191
PINK1	DNOV00014781	gene13851
CZH9orf100	DNOV00015159	gene15756
CYTH1	DNOV00014793	gene12807
EIF2S2	DNOV00017801	gene13325
C2H18orf45	DNOV00005428	gene3358
RBM18	DNOV00011780	gene12502
PAX9	DNOV00003968	gene7025
SSR1	DNOV00008669	gene3064
ERGIC2	DNOV00009559	gene173
KIF15	DNOV00008155	gene2838
LOC423474	DNOV00005520	gene7236
IFNAR2	DNOV00013748	gene1340
BSDC1	DNOV00001513	gene14257
CLDN1	DNOV00009679	gene9381
CANT1	DNOV00014790	gene12804
RNF130	DNOV00002650	gene11128
LYRM7	DNOV00004535	gene16144
ABTB2	DNOV00012777	gene6753
IDUA	DNOV00009406	gene16208
DOHH	DNOV00008244	gene15372
FBXO28	DNOV00001239	gene4067
ILKAP	DNOV00011090	gene9231
FAM96A	DNOV00013402	gene10029
TMEM207	DNOV00009677	gene9379
COQ10B	DNOV00000631	gene8129
IRS2	DNOV00015004	gene1706
RNF144A	DNOV00007458	gene4884
ARL16	DNOV00012390	gene12816
ZIC4	DNOV00010664	gene9342
RGS2	DNOV00006236	gene8606
TMEM168	DNOV00010179	gene265
LOC418298	DNOV00011809	gene1036
SMARCD3	DNOV00017557	gene2277
INTS2	DNOV00016726	gene13178
AKR7A2	DNOV00013914	gene13832
GPAT2	DNOV00017490	gene17693
SLC4A1AP	DNOV00011008	gene4187
SEPX1	DNOV00005320	gene11445
ATXN1L	DNOV00013455	gene10474
RB1CC1	DNOV00012614	gene3417
BACE2	DNOV00007311	gene1395
RHOT1	DNOV00000536	gene12702
CAPN6	DNOV00005814	gene5405
EPB41L4A	DNOV00012576	gene16158
SLC26A3	DNOV00009566	gene169
ZC3H12A	DNOV00013649	gene14191
SLC16A14	DNOV00001891	gene9318
CSRNP3	DNOV00000097	gene8313
CCDC6	DNOV00011991	gene7507
LOC100859040	DNOV00014751	gene10408
LAMP3	DNOV00006032	gene9465
RNF19B	DNOV00001502	gene14268
HHATL	DNOV00002447	gene2331
TTC4	DNOV00004584	gene9030
SFSWAP	DNOV00014098	gene11791
SRSF1	DNOV00003739	gene13206
C9H2orf82	DNOV00001780	gene9144
RCAN3	DNOV00001467	gene14305
LPCAT2	DNOV00011419	gene10227
CSPG4	DNOV00002922	gene9709
GABRA2	DNOV00002059	gene6064
CCDC92	DNOV00000865	gene11812
FAAP100	DNOV00015088	gene12775
LRRC58	DNOV00010748	gene1097
FAM19A5	DNOV00018414	gene192
MYT1L	DNOV00016372	gene4872
TNFRSF13C	DNOV00002561	gene550
PDXK	DNOV00010868	gene1425
SLC35F5	DNOV00016344	gene8477
CDV3	DNOV00008178	gene2817
PDZRN3	DNOV00005145	gene10823
WDR66	DNOV00000821	gene11856
SGTB	DNOV00002804	gene15889
TNNT3	DNOV00006474	gene6636
LRRTM4	DNOV00005237	gene14046
VILL	DNOV00002469	gene2378
TSSC4	DNOV00006465	gene6627
CDCP1	DNOV00008163	gene2832
TERT	DNOV00014819	gene3208
GLS	DNOV00000607	gene8112
SARDH	DNOV00003495	gene12446
YPEL5	DNOV00001279	gene3900
UQCRC1	DNOV00007576	gene10693
UNC45B	DNOV00001756	gene13009
ZNF804A	DNOV00018617	gene8031
UGCG	DNOV00013432	gene16317
AIM1	DNOV00006662	gene4673
TDRKH	DNOV00017934	gene14709
MICALL1	DNOV00013255	gene616
PRICKLE2	DNOV00005105	gene10787
PLA1A	DNOV00010744	gene1103
GPD1L	DNOV00001034	gene2769
CHD2	DNOV00015705	gene9935
MAP3K8	DNOV00008274	gene2464
TXNRD1	DNOV00004278	gene701
LOC100857260	DNOV00017319	gene9714
ZBTB7C	DNOV00007929	gene15650
LOC427665	DNOV00005290	gene11417
GPRC6A	DNOV00012838	gene4614
CDCA3	DNOV00011795	gene1021
LOC423282	DNOV00001164	gene6943
BCAR3	DNOV00004262	gene8811
RABEPK	DNOV00011757	gene12530
ADAM15	DNOV00017274	gene2244
KLHDC8B	DNOV00011477	gene10748
CYB5D2	DNOV00001707	gene12966
KHDRBS2	DNOV00013708	gene4813
CD3D	DNOV00014291	gene14458
SS2	DNOV00004663	gene13804
PPAP2B	DNOV00004574	gene9039
TXNRD2	DNOV00012994	gene11765
PNPLA4	DNOV00017678	gene1564
C3H6orf211	DNOV00008785	gene4457
KIF5C	DNOV00013354	gene8518
WRB	DNOV00007321	gene1387
SNAP23	DNOV00001091	gene6876
TMEM55A	DNOV00005042	gene3568
SSTR5	DNOV00005302	gene11428
EIF2B4	DNOV00015037	gene4971
RNASEL	DNOV00002211	gene8681
HNRNPD	DNOV00012213	gene5785
MCM3AP	DNOV00010985	gene8100
ACBD5	DNOV00008288	gene2477
RPS3A	DNOV00014594	gene5610
TBL1XR1	DNOV00007133	gene9488
FICD	DNOV00000783	gene11899
LOC771917	DNOV00005919	gene8953
C14H8orf33	DNOV00009773	gene11684
GOLIM4	DNOV00007091	gene9521
GRIN3A	DNOV00017164	gene16300
LOC425613	DNOV00018409	gene17272
DNAJC12	DNOV00012632	gene7487
KCNA1	DNOV00014134	gene949
LOC421390	DNOV00010286	gene4144
RAB11FIP5	DNOV00010551	gene6338
LOC771476	DNOV00007299	gene14792
PCGF6	DNOV00014584	gene7839
CAMTA1	DNOV00014970	gene13680
WAC	DNOV00008277	gene2466
CREB3L2	DNOV00006343	gene754
PTPN9	DNOV00002919	gene9706
ABCG5	DNOV00010268	gene4157
ASB6	DNOV00006721	gene12382
BRD4	DNOV00012509	gene17551
ZNF710	DNOV00013386	gene10048
GABRP	DNOV00014448	gene10945
KCNS3	DNOV00007412	gene4925
HSD17B2	DNOV00011505	gene10364
LOC417126	DNOV00003460	gene12486
UBAP2L	DNOV00015340	gene14622
LOC100858235	DNOV00000205	gene14928
VANGL2	DNOV00015167	gene14609
TMX4	DNOV00001198	gene3984
ROPN1L	DNOV00015055	gene3148
ATP7B	DNOV00003666	gene1910
BBOX1	DNOV00012320	gene6498
C1QTNF6	DNOV00004341	gene640
CLDND1	DNOV00014856	gene1135
SNX30	DNOV00013426	gene16310
CCR9	DNOV00008171	gene2824
PLEKHB2	DNOV00001803	gene9164
KLHL31	DNOV00014496	gene4836
IFITM10	DNOV00006482	gene6643
CLEC3B	DNOV00008162	gene2833
PPP1R17	DNOV00014472	gene2898
ZC3H15	DNOV00017448	gene8029
AP2M1	DNOV00006058	gene9438
TSGA14	DNOV00015733	gene36
IGSF11	DNOV00014870	gene1120
DNAJB4	DNOV00016387	gene8882
ST6GAL2	DNOV00003187	gene1669
LOC100858366	DNOV00016556	gene15682
PTGR1	DNOV00013438	gene16324
LOC426398	DNOV00016824	gene15497
WDR96	DNOV00007240	gene7854
LGR4	DNOV00012318	gene6501
YBX1	DNOV00014774	gene13908
PWP1	DNOV00004300	gene677
LOC772213	DNOV00003457	gene12489
TAF12	DNOV00009860	gene14137
ITM2B	DNOV00003638	gene1881
UBR7	DNOV00006188	gene7158
ACD	DNOV00017219	gene10145
WHDC1	DNOV00004726	gene9869
MRPL13	DNOV00007813	gene3678
DR1	DNOV00004260	gene8813
KCNV2	DNOV00012967	gene15974
NCKAP1L	DNOV00018457	gene17574
LMNB2	DNOV00008202	gene15337
MYBL2	DNOV00008528	gene13348
EPS15L1	DNOV00008556	gene15566
RPL32	DNOV00012484	gene10857
MRAS	DNOV00009465	gene8416
KIAA0196	DNOV00007786	gene3705
VPS36	DNOV00003671	gene1915
SLC35E3	DNOV00004055	gene335
LOC423919	DNOV00012258	gene7905
MGST1	DNOV00004413	gene830
